order_id,product_id,customer_id,order_date,shipping_date,quantity,price,discount_amount,tax_amount,shipping_cost,order_total,free_shipping,fulfillment_status,refund_amount,payment_method,shipping_method,carrier,sales_channel,coupon_code,ship_to_city,ship_to_state,ship_to_zip,ship_to_country
31053638,453597,9533416,2024-05-03 03:19:29,2024-05-03 03:19:29,2,55.14,0.0,8.82,0.0,119.1,True,Delivered,0.0,Apple Pay,Two-Day,UPS,Marketplace,,South Elizabeth,KS,67679,USA
53411799,191421,2292996,2024-05-03 07:06:57,2024-05-07 07:06:57,2,22.43,0.0,2.24,17.9,65.0,False,Delivered,0.0,Credit Card,Overnight,UPS,Online Store,,Baxtershire,CT,33264,USA
72518576,979234,1865770,2024-05-03 07:22:14,2024-05-09 07:22:14,2,424.02,0.0,67.84,0.0,915.88,True,Shipped,0.0,Google Pay,Two-Day,USPS,Retail Store,,Lake Angela,NM,35701,USA
53888206,267418,3561186,2024-05-03 07:43:38,2024-05-03 07:43:38,3,54.16,0.0,11.37,0.0,173.85,True,Shipped,0.0,PayPal,Overnight,FedEx,Online Store,,North Henryfurt,PA,88544,USA
49802376,979234,5964361,2024-05-03 08:07:42,2024-05-08 08:07:42,1,430.31,21.52,20.44,0.0,429.23,True,Delivered,0.0,Apple Pay,Expedited,UPS,Online Store,SPRING15,Bensonmouth,NJ,45616,USA
22562042,979234,6881125,2024-05-03 08:35:46,2024-05-07 08:35:46,2,424.29,0.0,67.89,0.0,916.47,True,Shipped,0.0,Credit Card,Standard,UPS,Retail Store,,Hillside,AZ,02101,USA
22747702,453597,2552523,2024-05-03 09:36:21,2024-05-04 09:36:21,2,53.22,15.97,8.37,0.0,98.84,True,Returned,57.33,Gift Card,Standard,FedEx,Wholesale,BULK5,New Frankfurt,HI,29875,USA
47712241,191421,8641790,2024-05-03 18:03:16,2024-05-03 18:03:16,1,22.16,0.0,1.55,7.44,31.15,False,Delivered,0.0,Credit Card,Expedited,DHL,Online Store,,Port Katherine,NH,99887,USA
11904101,993477,7818477,2024-05-03 19:37:34,2024-05-05 19:37:34,4,90.53,36.21,26.07,0.0,351.98,True,Delivered,0.0,Apple Pay,Overnight,DHL,Online Store,SPRING15,North Theresa,WA,21377,USA
97773112,979234,1794284,2024-05-03 19:57:32,2024-05-04 19:57:32,2,477.97,0.0,66.92,0.0,1022.86,True,Shipped,0.0,Google Pay,Two-Day,FedEx,Online Store,,New Matthewton,NJ,86678,USA
92864252,979234,3156507,2024-05-03 20:39:19,2024-05-08 20:39:19,2,429.64,0.0,60.15,0.0,919.43,True,Delivered,0.0,Apple Pay,Expedited,USPS,Online Store,,Christophertown,DC,68339,USA
18205102,191421,2802978,2024-05-03 22:20:35,2024-05-04 22:20:35,1,21.51,0.0,1.72,7.44,30.67,False,Shipped,0.0,Apple Pay,Expedited,USPS,Retail Store,,North Robert,MA,77096,USA
40330059,688211,3047087,2024-05-04 01:16:14,2024-05-05 01:16:14,2,56.56,0.0,5.66,0.0,118.78,True,Shipped,0.0,Credit Card,Expedited,USPS,Marketplace,,Nancyhaven,RI,87397,USA
58007572,453597,8533755,2024-05-04 03:46:23,2024-05-10 03:46:23,1,48.68,9.74,1.95,0.0,40.89,True,Delivered,0.0,Google Pay,Standard,DHL,Retail Store,BULK5,Gwendolynburgh,FL,83216,USA
37389403,154907,3930169,2024-05-04 03:57:15,2024-05-11 03:57:15,4,55.57,22.23,10.0,0.0,210.05,True,Delivered,0.0,Google Pay,Overnight,UPS,Online Store,WELCOME10,Garciahaven,IL,79890,USA
42633913,979234,5574382,2024-05-04 07:30:41,2024-05-11 07:30:41,5,468.95,0.0,164.13,0.0,2508.88,True,Processing,0.0,PayPal,Overnight,FedEx,Marketplace,,South Stephanieburgh,SD,14605,USA
84749321,453597,1087928,2024-05-04 07:55:48,2024-05-09 07:55:48,1,56.07,0.0,2.8,0.0,58.87,True,Delivered,0.0,Credit Card,Standard,UPS,Online Store,,North Ronaldton,RI,99377,USA
82407430,154907,2208614,2024-05-04 08:28:42,2024-05-06 08:28:42,5,57.01,0.0,26.37,0.0,311.42,True,Returned,101.5,Apple Pay,Overnight,UPS,Online Store,,Justinfort,SD,53305,USA
13146361,979234,3705711,2024-05-04 11:37:53,2024-05-06 11:37:53,2,434.15,0.0,60.78,0.0,929.08,True,Delivered,0.0,Credit Card,Two-Day,USPS,Online Store,,West Scott,RI,31679,USA
77279121,688211,8519900,2024-05-04 12:46:14,2024-05-06 12:46:14,2,52.91,0.0,9.79,0.0,115.61,True,Delivered,0.0,Gift Card,Expedited,FedEx,Online Store,,Lake Richardborough,AZ,89652,USA
26455208,191421,7950605,2024-05-04 16:20:27,2024-05-10 16:20:27,5,26.14,13.07,5.88,0.0,123.51,True,Shipped,0.0,Apple Pay,Standard,UPS,Marketplace,,Zimmermanton,KS,20729,USA
97307918,379501,3113573,2024-05-04 19:07:03,2024-05-07 19:07:03,1,199.74,9.99,0.0,0.0,189.75,True,Delivered,0.0,Credit Card,Expedited,USPS,Wholesale,BULK5,East Kyleburgh,OH,24110,USA
46583578,979234,4097983,2024-05-04 21:22:56,2024-05-07 21:22:56,5,389.24,0.0,136.23,0.0,2082.43,True,Delivered,0.0,Gift Card,Overnight,UPS,Online Store,,Jillbury,ME,27101,USA
41341533,191421,3581136,2024-05-04 21:59:30,2024-05-04 21:59:30,2,21.92,0.0,4.06,8.67,56.57,False,Delivered,0.0,Gift Card,Expedited,FedEx,Retail Store,,New Barbara,SC,13488,USA
77169680,191421,9804216,2024-05-04 23:24:04,2024-05-04 23:24:04,1,21.15,0.0,1.06,7.44,29.65,False,Delivered,0.0,Gift Card,Expedited,FedEx,Online Store,,New Lisa,KY,60287,USA
85292245,191421,9497328,2024-05-05 02:04:40,2024-05-11 02:04:40,9,21.76,0.0,13.71,0.0,209.55,True,Delivered,0.0,PayPal,Expedited,USPS,Online Store,,West Karen,TN,31370,USA
37085830,688211,3560687,2024-05-05 05:50:56,2024-05-08 05:50:56,2,52.56,0.0,5.26,0.0,110.38,True,Shipped,0.0,Credit Card,Overnight,UPS,Marketplace,,East Stephaniebury,MN,86439,USA
62169418,453597,5392876,2024-05-05 06:05:45,2024-05-07 06:05:45,1,47.81,4.78,3.44,16.72,63.19,False,Delivered,0.0,Google Pay,Overnight,USPS,Online Store,BULK5,Karenchester,CA,84641,USA
61315484,191421,8712834,2024-05-05 12:23:15,2024-05-11 12:23:15,2,22.29,0.0,3.12,8.67,56.37,False,Returned,35.91,Credit Card,Expedited,UPS,Retail Store,,Lake Helenville,MI,07814,USA
36354484,453597,7017769,2024-05-05 13:09:03,2024-05-09 13:09:03,2,50.53,0.0,5.05,0.0,106.11,True,Shipped,0.0,Apple Pay,Overnight,UPS,Online Store,,Port Loganmouth,MS,66918,USA
22830527,688211,2755202,2024-05-05 14:24:47,2024-05-06 14:24:47,4,61.38,0.0,12.28,0.0,257.8,True,Shipped,0.0,Apple Pay,Expedited,DHL,Online Store,,East Josephville,GA,96174,USA
31243880,688211,9990069,2024-05-05 17:38:25,2024-05-12 17:38:25,2,57.03,5.7,7.59,0.0,115.95,True,Delivered,0.0,PayPal,Standard,DHL,Online Store,SPRING15,Port Dorothy,NM,74465,USA
22614419,380679,2755202,2024-05-05 19:56:11,2024-05-06 19:56:11,3,95.92,0.0,14.39,0.0,302.15,True,Delivered,0.0,PayPal,Overnight,FedEx,Retail Store,,Bradfordbury,UT,18750,USA
98257422,191421,3469105,2024-05-05 21:06:50,2024-05-08 21:06:50,4,24.95,0.0,6.99,0.0,106.79,True,Shipped,0.0,Credit Card,Two-Day,UPS,Online Store,,East Shawn,AZ,53219,USA
41145384,154907,9877493,2024-05-05 23:05:13,2024-05-09 23:05:13,1,54.48,0.0,3.81,6.75,65.04,False,Shipped,0.0,Credit Card,Expedited,FedEx,Retail Store,,Briannashire,ME,75240,USA
22528599,191421,5125515,2024-05-06 02:38:32,2024-05-07 02:38:32,5,24.86,0.0,9.94,0.0,134.24,True,Delivered,0.0,Gift Card,Overnight,DHL,Online Store,,Sharonton,SD,22118,USA
73305146,688211,7826316,2024-05-06 04:51:59,2024-05-12 04:51:59,2,65.94,13.19,9.5,0.0,128.19,True,Shipped,0.0,Google Pay,Overnight,FedEx,Marketplace,,West David,MN,23918,USA
31062609,688211,6453467,2024-05-06 08:11:24,2024-05-13 08:11:24,5,60.11,15.03,19.99,0.0,305.51,True,In Transit,0.0,Apple Pay,Standard,UPS,Online Store,BULK5,West Jill,PA,88463,USA
16212658,979234,9855189,2024-05-06 09:49:25,2024-05-09 09:49:25,1,462.27,46.23,38.48,0.0,454.52,True,Delivered,0.0,PayPal,Two-Day,FedEx,Retail Store,VIP20,Lake Vickieberg,MS,64802,USA
93392013,191421,1069609,2024-05-06 12:24:26,2024-05-08 12:24:26,1,25.81,0.0,2.06,7.44,35.31,False,Processing,0.0,PayPal,Expedited,USPS,Online Store,,North Mary,WV,19896,USA
80558200,191421,4761910,2024-05-06 15:16:59,2024-05-08 15:16:59,4,22.47,8.99,6.47,11.14,98.5,False,Shipped,0.0,Google Pay,Expedited,USPS,Online Store,WELCOME10,New Mary,AK,88322,USA
84331472,191421,4960592,2024-05-06 18:50:18,2024-05-10 18:50:18,3,20.57,0.0,4.32,6.39,72.42,False,Delivered,0.0,Gift Card,Standard,UPS,Online Store,,Hillside,CO,71158,USA
46809129,191421,2348247,2024-05-07 05:55:21,2024-05-13 05:55:21,15,22.35,0.0,23.47,0.0,358.72,True,Shipped,0.0,Gift Card,Two-Day,UPS,Retail Store,,East Johnland,ND,40595,USA
55033191,241618,4895460,2024-05-07 12:36:41,2024-05-11 12:36:41,5,39.29,0.0,13.75,0.0,210.2,True,Delivered,0.0,Apple Pay,Standard,USPS,Marketplace,,New Theodorehaven,KY,01735,USA
57918508,380679,5101678,2024-05-07 13:52:52,2024-05-13 13:52:52,2,95.69,0.0,9.57,0.0,200.95,True,Delivered,0.0,Apple Pay,Overnight,UPS,Online Store,,Rossside,NY,14825,USA
73161976,979234,6856760,2024-05-07 14:52:08,2024-05-09 14:52:08,1,429.63,0.0,30.07,0.0,459.7,True,Delivered,0.0,Google Pay,Standard,USPS,Retail Store,,Gonzalezfort,ND,42193,USA
53084126,993477,1585388,2024-05-07 15:05:56,2024-05-10 15:05:56,2,84.73,33.89,9.49,0.0,145.06,True,Shipped,0.0,Credit Card,Overnight,FedEx,Online Store,VIP20,Jerryville,CA,19067,USA
66033421,191421,1242729,2024-05-07 15:09:26,2024-05-09 15:09:26,3,25.07,3.76,3.57,20.46,95.48,False,Shipped,0.0,Apple Pay,Overnight,FedEx,Online Store,WELCOME10,South Andrew,IA,09816,USA
15807777,979234,3062399,2024-05-07 21:35:45,2024-05-09 21:35:45,4,467.78,0.0,173.08,0.0,2044.2,True,Processing,0.0,PayPal,Overnight,DHL,Online Store,,Shafferbury,CT,38095,USA
18254747,688211,6599542,2024-05-07 22:34:57,2024-05-12 22:34:57,2,63.68,0.0,10.19,0.0,137.55,True,In Transit,0.0,Gift Card,Two-Day,FedEx,Online Store,,Burkeport,HI,16221,USA
54381797,267418,3389307,2024-05-07 23:03:13,2024-05-07 23:03:13,1,65.93,0.0,5.27,6.52,77.72,False,Return Requested,20.49,Credit Card,Standard,UPS,Marketplace,,West Eric,PA,32172,USA
95914016,191421,4874835,2024-05-08 00:13:55,2024-05-11 00:13:55,2,22.5,2.25,3.42,8.67,54.84,False,Delivered,0.0,Google Pay,Expedited,DHL,Retail Store,VIP20,Hortonmouth,WA,18568,USA
24919037,267418,4489489,2024-05-08 00:41:25,2024-05-12 00:41:25,15,57.42,0.0,0.0,0.0,861.3,True,Shipped,0.0,Credit Card,Standard,DHL,Retail Store,,South Angelaview,NH,39318,USA
74596736,191421,6755143,2024-05-08 01:09:40,2024-05-09 01:09:40,4,24.73,14.84,6.73,23.01,113.82,False,Delivered,0.0,Gift Card,Overnight,DHL,Online Store,WELCOME10,West Michaelhaven,FL,15088,USA
19593603,191421,1690860,2024-05-08 09:38:14,2024-05-09 09:38:14,2,24.45,0.0,3.42,8.67,60.99,False,Delivered,0.0,Google Pay,Expedited,USPS,Online Store,,Jamesfurt,MD,16501,USA
87212684,979234,2274912,2024-05-08 11:24:49,2024-05-13 11:24:49,3,401.3,0.0,60.2,0.0,1264.1,True,Shipped,0.0,Apple Pay,Expedited,DHL,Online Store,,Donovanhaven,RI,48746,USA
92030478,979234,9593954,2024-05-08 11:49:07,2024-05-10 11:49:07,5,389.41,0.0,155.76,0.0,2102.81,True,Delivered,0.0,Gift Card,Two-Day,UPS,Marketplace,,New Anitaberg,ME,42972,USA
46843797,979234,5574382,2024-05-08 12:23:11,2024-05-11 12:23:11,2,383.3,0.0,53.66,0.0,820.26,True,Processing,0.0,Apple Pay,Standard,UPS,Online Store,,Port Travis,VT,88189,USA
65054703,191421,2584533,2024-05-08 14:28:16,2024-05-09 14:28:16,1,20.79,0.0,1.46,10.07,32.32,False,Shipped,0.0,Gift Card,Two-Day,FedEx,Marketplace,,Richardberg,MD,00949,USA
77713070,154907,5334806,2024-05-08 21:26:13,2024-05-10 21:26:13,1,59.04,0.0,2.95,9.14,71.13,False,Delivered,0.0,PayPal,Two-Day,USPS,Marketplace,,Lake Courtney,AL,36713,USA
67175615,993477,5515889,2024-05-08 22:11:35,2024-05-14 22:11:35,1,72.6,3.63,3.45,0.0,72.42,True,Shipped,0.0,Google Pay,Standard,UPS,Retail Store,VIP20,West Bradleybury,NC,57342,USA
30711394,191421,2222008,2024-05-09 01:11:08,2024-05-12 01:11:08,1,25.83,0.0,1.29,10.07,37.19,False,Shipped,0.0,Gift Card,Two-Day,FedEx,Online Store,,Port Johnny,WV,27466,USA
97217589,191421,8258816,2024-05-09 04:01:35,2024-05-11 04:01:35,2,23.79,0.0,3.33,17.9,68.81,False,Shipped,0.0,PayPal,Overnight,FedEx,Online Store,,Moorechester,MN,02386,USA
17976819,267418,3029260,2024-05-09 06:08:48,2024-05-13 06:08:48,2,54.13,0.0,5.41,0.0,113.67,True,Return Requested,68.07,Apple Pay,Expedited,FedEx,Online Store,,Parkerton,RI,43956,USA
95105725,453597,3052127,2024-05-09 10:41:28,2024-05-09 10:41:28,1,59.52,0.0,4.17,8.1,71.79,False,Delivered,0.0,PayPal,Expedited,FedEx,Online Store,,Evanschester,AL,96341,USA
89299348,453597,4409036,2024-05-09 13:52:30,2024-05-09 13:52:30,1,54.83,0.0,4.39,5.23,64.45,False,Shipped,0.0,Gift Card,Standard,FedEx,Online Store,,Fletcherberg,WI,12593,USA
87777518,191421,5934765,2024-05-10 04:28:13,2024-05-11 04:28:13,11,22.45,0.0,22.84,0.0,269.79,True,Shipped,0.0,Gift Card,Overnight,DHL,Retail Store,,West Jasonside,ID,77998,USA
30457786,191421,8719270,2024-05-10 09:31:21,2024-05-14 09:31:21,2,20.92,4.18,3.01,5.59,46.26,False,In Transit,0.0,Gift Card,Standard,FedEx,Retail Store,SPRING15,New Bridgettown,ID,34559,USA
55882777,191421,3237108,2024-05-10 11:21:51,2024-05-11 11:21:51,2,25.77,0.0,4.77,17.9,74.21,False,In Transit,0.0,Credit Card,Overnight,USPS,Online Store,,Smithtown,SC,05223,USA
15743860,154907,6553680,2024-05-10 11:51:41,2024-05-12 11:51:41,16,63.98,0.0,71.66,0.0,1095.34,True,Shipped,0.0,Credit Card,Expedited,FedEx,Retail Store,,South Joseph,ME,46791,USA
47535707,191421,6732123,2024-05-10 13:10:29,2024-05-10 13:10:29,5,23.2,0.0,5.8,0.0,121.8,True,Delivered,0.0,Google Pay,Overnight,UPS,Wholesale,,Lake Amandaport,GA,40256,USA
13324160,688211,2377993,2024-05-10 13:29:37,2024-05-13 13:29:37,1,56.26,2.81,4.28,10.18,67.91,False,Delivered,0.0,Gift Card,Two-Day,UPS,Online Store,SPRING15,Port Alyssaville,UT,37851,USA
23897849,979234,2323095,2024-05-10 20:16:28,2024-05-14 20:16:28,1,394.78,0.0,31.58,0.0,426.36,True,Delivered,0.0,Gift Card,Standard,UPS,Online Store,,Jeffreyville,MI,10465,USA
86184916,191421,6672681,2024-05-11 02:12:17,2024-05-16 02:12:17,1,23.73,0.0,1.19,10.07,34.99,False,Shipped,0.0,Apple Pay,Two-Day,DHL,Online Store,,Port Louishaven,RI,34436,USA
78489100,979234,1333405,2024-05-11 09:05:43,2024-05-11 09:05:43,1,475.6,0.0,33.29,0.0,508.89,True,Delivered,0.0,Apple Pay,Expedited,FedEx,Retail Store,,Lake Susanshire,DC,65907,USA
78027246,191421,6453467,2024-05-11 12:45:06,2024-05-12 12:45:06,2,25.11,0.0,2.51,17.9,70.63,False,Shipped,0.0,Google Pay,Overnight,UPS,Online Store,,North Roberthaven,NY,29663,USA
31298017,191421,4306703,2024-05-11 14:22:51,2024-05-16 14:22:51,1,23.04,0.0,1.61,15.35,40.0,False,Delivered,0.0,Credit Card,Overnight,FedEx,Online Store,,Bishopchester,AR,71864,USA
40251236,191421,9853332,2024-05-11 22:35:19,2024-05-13 22:35:19,2,22.03,0.0,4.08,8.67,56.81,False,Shipped,0.0,Gift Card,Expedited,USPS,Online Store,,South Paula,VA,13272,USA
44161261,267418,9390071,2024-05-11 22:45:22,2024-05-12 22:45:22,2,59.22,0.0,8.29,0.0,126.73,True,In Transit,0.0,Credit Card,Two-Day,USPS,Online Store,,Leemouth,MA,23475,USA
34230493,979234,6688338,2024-05-12 00:50:29,2024-05-16 00:50:29,4,443.88,88.78,134.94,0.0,1821.68,True,Shipped,0.0,Apple Pay,Two-Day,DHL,Marketplace,VIP20,North Scottborough,OH,25450,USA
71566895,497540,8816428,2024-05-12 01:06:43,2024-05-14 01:06:43,1,151.82,15.18,12.64,0.0,149.28,True,In Transit,0.0,PayPal,Standard,DHL,Marketplace,VIP20,North Amber,AR,43267,USA
97040612,979234,7642419,2024-05-12 01:59:08,2024-05-15 01:59:08,4,453.84,0.0,145.23,0.0,1960.59,True,Delivered,0.0,Credit Card,Overnight,UPS,Marketplace,,East Amy,PA,67109,USA
32195485,979234,1309197,2024-05-12 02:56:04,2024-05-13 02:56:04,2,382.39,76.48,63.67,0.0,751.97,True,Delivered,0.0,Apple Pay,Overnight,DHL,Online Store,SPRING15,Amandaberg,NM,21701,USA
89901020,191421,1729896,2024-05-12 03:42:47,2024-05-14 03:42:47,4,23.76,0.0,0.0,0.0,95.04,True,Shipped,0.0,Apple Pay,Overnight,UPS,Marketplace,,Davidton,KS,71149,USA
79168498,497540,3328059,2024-05-12 04:01:41,2024-05-12 04:01:41,5,137.15,34.29,60.26,0.0,711.72,True,Delivered,0.0,Gift Card,Expedited,UPS,Retail Store,VIP20,South Cassandra,WA,24773,USA
89541244,154907,2719871,2024-05-12 09:24:46,2024-05-17 09:24:46,3,52.46,0.0,7.87,0.0,165.25,True,Shipped,0.0,PayPal,Standard,UPS,Marketplace,,East Anna,ND,91295,USA
62170104,979234,9060783,2024-05-12 09:29:32,2024-05-12 09:29:32,2,431.55,43.16,65.6,0.0,885.54,True,Shipped,0.0,Google Pay,Expedited,DHL,Online Store,BULK5,Taylorland,ID,96456,USA
94885825,191421,5486540,2024-05-12 13:12:41,2024-05-13 13:12:41,1,20.94,0.0,1.68,4.8,27.42,False,Shipped,0.0,Credit Card,Standard,UPS,Marketplace,,West Jason,DE,57776,USA
87617559,154907,7599773,2024-05-12 15:10:45,2024-05-13 15:10:45,1,58.81,11.76,3.76,9.14,59.95,False,Delivered,0.0,Apple Pay,Two-Day,FedEx,Online Store,,Sarahville,ME,78900,USA
97723361,453597,7265676,2024-05-12 16:21:13,2024-05-15 16:21:13,5,56.36,28.18,17.75,0.0,271.37,True,In Transit,0.0,Credit Card,Two-Day,FedEx,Online Store,WELCOME10,Smithport,ID,93192,USA
12985649,191421,9259204,2024-05-12 18:57:09,2024-05-17 18:57:09,4,22.42,0.0,7.17,0.0,96.85,True,Shipped,0.0,Apple Pay,Two-Day,FedEx,Retail Store,,South Anne,AL,80619,USA
32288901,379501,3934533,2024-05-13 03:14:18,2024-05-15 03:14:18,5,213.07,0.0,53.27,0.0,1118.62,True,In Transit,0.0,Apple Pay,Expedited,FedEx,Marketplace,,Fraziershire,MD,91300,USA
34843986,379501,3389307,2024-05-13 04:09:45,2024-05-19 04:09:45,1,249.19,24.92,20.74,0.0,245.01,True,In Transit,0.0,Google Pay,Two-Day,FedEx,Marketplace,,South Grace,DE,71233,USA
67243500,154907,5267929,2024-05-13 10:06:09,2024-05-20 10:06:09,2,61.28,12.26,7.72,0.0,118.02,True,Return Requested,64.5,Apple Pay,Overnight,DHL,Online Store,BULK5,North Sierra,TX,59319,USA
92200280,191421,6997030,2024-05-13 13:35:08,2024-05-15 13:35:08,1,22.47,0.0,1.57,7.44,31.48,False,Delivered,0.0,PayPal,Expedited,UPS,Marketplace,,South Douglasport,NE,44201,USA
43145616,191421,2075133,2024-05-13 14:05:11,2024-05-16 14:05:11,2,22.29,0.0,3.12,5.59,53.29,False,In Transit,0.0,PayPal,Standard,DHL,Online Store,,Port Gina,SD,64424,USA
80043368,979234,6575598,2024-05-13 16:21:33,2024-05-13 16:21:33,5,397.87,0.0,139.25,0.0,2128.6,True,Delivered,0.0,PayPal,Two-Day,USPS,Online Store,,Ericstad,WV,89323,USA
98409376,267418,4418739,2024-05-13 18:49:55,2024-05-13 18:49:55,5,62.66,15.66,20.83,0.0,318.47,True,Delivered,0.0,Apple Pay,Standard,UPS,Online Store,BULK5,Payneland,AR,26096,USA
91471184,191421,2827384,2024-05-13 21:12:09,2024-05-18 21:12:09,4,24.73,4.95,6.58,0.0,100.55,True,Processing,0.0,PayPal,Standard,UPS,Online Store,,New Savannah,PA,83307,USA
87803257,267418,4316098,2024-05-13 21:53:34,2024-05-14 21:53:34,1,61.69,0.0,3.08,20.88,85.65,False,Delivered,0.0,Gift Card,Overnight,DHL,Online Store,,Blairstad,ME,13781,USA
85298844,453597,9950816,2024-05-13 22:39:08,2024-05-15 22:39:08,2,50.92,0.0,5.09,0.0,106.93,True,Delivered,0.0,Apple Pay,Standard,USPS,Online Store,,Briannafort,NM,81817,USA
12421208,689633,6399296,2024-05-13 23:22:41,2024-05-15 23:22:41,5,25.39,0.0,8.89,0.0,135.84,True,Delivered,0.0,Apple Pay,Standard,UPS,Online Store,,East Christinetown,MA,86594,USA
31838321,979234,7586380,2024-05-14 04:28:58,2024-05-16 04:28:58,2,484.8,0.0,0.0,0.0,969.6,True,Processing,0.0,Apple Pay,Two-Day,UPS,Marketplace,,Muellerville,HI,43233,USA
89098448,191421,6238069,2024-05-14 05:25:59,2024-05-15 05:25:59,1,25.46,0.0,1.27,10.07,36.8,False,Delivered,0.0,Apple Pay,Two-Day,DHL,Marketplace,,Port Alison,CT,26135,USA
70259896,993477,4208970,2024-05-14 05:49:14,2024-05-18 05:49:14,2,86.3,8.63,8.2,0.0,172.17,True,Processing,0.0,Gift Card,Standard,UPS,Online Store,VIP20,North Kimberlyburgh,KS,68066,USA
69619767,191421,7144414,2024-05-14 13:24:42,2024-05-15 13:24:42,2,23.98,4.8,3.02,11.75,57.93,False,Shipped,0.0,Gift Card,Two-Day,USPS,Retail Store,,East Benjaminfort,NC,36163,USA
13695602,993477,4934270,2024-05-14 19:06:00,2024-05-17 19:06:00,3,85.71,0.0,12.86,0.0,269.99,True,Shipped,0.0,Credit Card,Standard,DHL,Marketplace,,Davidburgh,CT,78191,USA
68958294,191421,3541256,2024-05-14 19:31:24,2024-05-18 19:31:24,2,25.23,0.0,3.53,0.0,53.99,True,Delivered,0.0,Gift Card,Expedited,USPS,Online Store,,Reginaburgh,WV,82102,USA
44958499,191421,6021634,2024-05-14 21:31:11,2024-05-15 21:31:11,2,22.54,9.02,1.8,5.59,43.45,False,Shipped,0.0,Apple Pay,Standard,UPS,Online Store,BULK5,Douglasfort,WI,60280,USA
51461857,689633,6723597,2024-05-15 00:10:54,2024-05-16 00:10:54,1,21.04,0.0,1.47,7.18,29.69,False,In Transit,0.0,Credit Card,Expedited,USPS,Marketplace,,Haynesfurt,LA,24468,USA
29730757,688211,8059209,2024-05-15 05:22:33,2024-05-17 05:22:33,2,57.43,5.74,5.46,0.0,114.58,True,In Transit,0.0,Apple Pay,Overnight,UPS,Retail Store,VIP20,New Michellebury,AR,01126,USA
63804914,154907,6472610,2024-05-15 06:34:30,2024-05-15 06:34:30,3,55.14,0.0,11.58,0.0,177.0,True,Delivered,0.0,Gift Card,Expedited,UPS,Retail Store,,Santiagoborough,MI,57418,USA
27920051,191421,2033034,2024-05-15 08:53:14,2024-05-19 08:53:14,1,22.67,1.13,1.51,7.44,30.49,False,In Transit,0.0,Credit Card,Expedited,UPS,Online Store,VIP20,New Thomastown,KS,07253,USA
48246347,154907,7132409,2024-05-15 08:58:35,2024-05-20 08:58:35,18,54.06,0.0,48.65,0.0,1021.73,True,Delivered,0.0,Gift Card,Standard,UPS,Marketplace,,Salinasstad,AK,31612,USA
94798599,191421,7070685,2024-05-15 15:05:09,2024-05-22 15:05:09,2,25.67,5.13,3.23,11.75,61.19,False,Delivered,0.0,Gift Card,Two-Day,USPS,Online Store,BULK5,Williamville,LA,36354,USA
92226629,191421,3921016,2024-05-15 19:05:29,2024-05-15 19:05:29,1,24.85,0.0,1.24,4.8,30.89,False,Shipped,0.0,Apple Pay,Standard,FedEx,Online Store,,Port Nicolemouth,DC,96515,USA
69366142,154907,2773803,2024-05-15 23:10:47,2024-05-20 23:10:47,5,60.9,0.0,15.23,0.0,319.73,True,Delivered,0.0,Google Pay,Standard,FedEx,Online Store,,North Christophermouth,VA,50861,USA
70144635,453597,9192355,2024-05-16 01:04:53,2024-05-18 01:04:53,1,54.45,0.0,4.36,10.98,69.79,False,Delivered,0.0,Credit Card,Two-Day,DHL,Marketplace,,North Linda,CA,62726,USA
64170304,453597,5121251,2024-05-16 05:25:56,2024-05-17 05:25:56,2,48.77,0.0,9.02,0.0,106.56,True,Shipped,0.0,Google Pay,Two-Day,FedEx,Online Store,,Carrollland,ND,34860,USA
83849676,191421,4095158,2024-05-16 07:54:52,2024-05-18 07:54:52,1,25.62,0.0,2.05,15.35,43.02,False,Shipped,0.0,PayPal,Overnight,UPS,Wholesale,,New Caitlin,WY,12874,USA
64415808,453597,3047087,2024-05-16 08:21:48,2024-05-20 08:21:48,2,51.87,0.0,9.6,0.0,113.34,True,Shipped,0.0,Credit Card,Two-Day,DHL,Online Store,,New William,MT,08462,USA
53410554,267418,2726981,2024-05-16 09:27:18,2024-05-17 09:27:18,1,53.79,0.0,3.77,13.7,71.26,False,Delivered,0.0,Credit Card,Two-Day,UPS,Online Store,,South Penny,NH,64416,USA
48598465,191421,1675779,2024-05-16 11:44:03,2024-05-17 11:44:03,4,21.65,8.66,3.9,15.1,96.94,False,In Transit,0.0,Gift Card,Two-Day,FedEx,Online Store,VIP20,Owenberg,OR,32258,USA
85504159,154907,3097730,2024-05-16 17:26:10,2024-05-19 17:26:10,2,52.35,0.0,5.24,0.0,109.94,True,Returned,69.16,Gift Card,Two-Day,FedEx,Online Store,,East Isaacfurt,WV,91845,USA
77854638,979234,3168801,2024-05-16 18:25:39,2024-05-16 18:25:39,1,395.44,0.0,19.77,0.0,415.21,True,Shipped,0.0,Google Pay,Expedited,FedEx,Online Store,,New Susanport,MO,84782,USA
61308056,689633,7648966,2024-05-16 20:34:36,2024-05-18 20:34:36,2,23.06,0.0,3.69,5.26,55.07,False,Processing,0.0,PayPal,Standard,USPS,Online Store,,Keithfort,MS,55145,USA
73631527,191421,4943711,2024-05-17 01:18:18,2024-05-23 01:18:18,2,24.98,0.0,2.5,5.59,58.05,False,Delivered,0.0,Apple Pay,Standard,USPS,Online Store,,West Georgetown,OK,74854,USA
